id,age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,claim_status
979902,16-25,female,majority,0-9y,high school,poverty,0.4597597327563366,owned,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,no claim
486182,16-25,female,majority,0-9y,high school,poverty,0.3893812087842038,leased,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,claim
734217,65+,male,majority,30y+,university,upper class,0.5864390926529277,owned,before 2015,1.0,1.0,10238,9000.0,sedan,3,2,5,no claim
103367,40-64,male,majority,20-29y,none,middle class,0.5972652576753138,owned,before 2015,1.0,1.0,10238,13000.0,sedan,4,1,2,no claim
946258,65+,female,majority,10-19y,university,upper class,0.6550240064494428,owned,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,2,no claim
108490,16-25,male,majority,0-9y,none,poverty,0.481095464318813,owned,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,claim
35975,16-25,male,majority,0-9y,university,middle class,0.4401334295045821,owned,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,no claim
286318,40-64,female,majority,20-29y,university,middle class,0.5268062926565421,leased,after 2015,1.0,0.0,10238,15000.0,sedan,0,0,3,no claim
333970,40-64,male,majority,20-29y,university,middle class,0.5159345016123729,owned,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,2,no claim
145697,65+,male,majority,0-9y,university,upper class,0.3727413985220319,owned,before 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,claim
819196,65+,male,majority,0-9y,none,middle class,0.658222371703196,leased,before 2015,1.0,1.0,32765,12000.0,sports car,0,0,0,claim
826708,26-39,male,minority,10-19y,university,upper class,0.5263058774047339,owned,after 2015,0.0,0.0,10238,14000.0,sedan,3,0,0,no claim
334482,16-25,female,minority,0-9y,none,working class,0.3987767871796487,leased,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,claim
803266,26-39,female,majority,0-9y,high school,upper class,0.7120225483789888,owned,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,claim
636203,16-25,male,majority,0-9y,university,working class,0.5101284382203101,owned,after 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,no claim
310760,16-25,male,minority,0-9y,high school,poverty,0.5250327586154788,leased,before 2015,0.0,0.0,32765,11000.0,sedan,0,0,0,claim
19261,16-25,female,majority,0-9y,high school,working class,0.3242128570443056,owned,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,no claim
291075,40-64,male,majority,20-29y,university,upper class,0.5261674021492678,owned,before 2015,0.0,1.0,10238,12000.0,sports car,1,0,3,no claim
433426,16-25,female,minority,0-9y,high school,working class,0.2278673119725114,leased,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,claim
289772,40-64,male,majority,0-9y,none,working class,0.4296872807233908,owned,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,no claim
927179,40-64,female,majority,10-19y,none,poverty,0.3276112232724698,leased,before 2015,0.0,1.0,10238,13000.0,sedan,0,1,0,claim
976974,16-25,female,majority,0-9y,high school,middle class,0.5163833193499547,owned,before 2015,1.0,0.0,32765,6000.0,sedan,0,0,0,no claim
615312,26-39,female,majority,10-19y,high school,upper class,0.6675115716369286,owned,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,1,no claim
456321,40-64,female,majority,0-9y,none,poverty,0.417725758286916,leased,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,claim
856856,16-25,female,minority,0-9y,high school,middle class,0.5103623811143531,owned,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,claim
775,65+,female,majority,30y+,university,upper class,0.7117532279720963,owned,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,0,no claim
620196,40-64,male,majority,20-29y,high school,upper class,0.6018666157702437,owned,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,3,no claim
510560,26-39,female,minority,10-19y,none,working class,0.4092884350839005,owned,before 2015,0.0,0.0,10238,13000.0,sedan,1,0,0,no claim
631945,65+,male,majority,10-19y,university,upper class,0.7184007432140638,owned,after 2015,1.0,1.0,10238,8000.0,sedan,2,0,1,no claim
457682,16-25,female,majority,0-9y,high school,poverty,0.2877500132860095,leased,before 2015,0.0,0.0,10238,10000.0,sedan,0,0,0,no claim
646956,26-39,male,majority,0-9y,university,middle class,0.5250327586154788,owned,before 2015,1.0,1.0,32765,12000.0,sedan,0,0,0,claim
202964,26-39,male,majority,10-19y,high school,poverty,0.3759100588244699,leased,after 2015,1.0,1.0,10238,8000.0,sedan,0,1,2,no claim
2375,26-39,male,majority,10-19y,high school,middle class,0.3968410195135481,leased,before 2015,0.0,0.0,10238,13000.0,sedan,0,1,0,claim
849470,16-25,female,minority,0-9y,none,poverty,0.3437975144778142,leased,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,no claim
730415,26-39,female,majority,0-9y,university,middle class,0.4761858212677493,owned,before 2015,0.0,1.0,10238,12000.0,sports car,0,0,0,no claim
749543,16-25,female,majority,0-9y,university,working class,0.4491576896423744,owned,before 2015,0.0,0.0,10238,15000.0,sports car,0,0,0,no claim
930990,26-39,female,majority,10-19y,high school,middle class,0.4637010602419435,owned,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,no claim
455333,16-25,female,majority,0-9y,high school,middle class,0.6672969565631758,leased,after 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,no claim
738554,16-25,female,majority,0-9y,none,poverty,0.2284575219722873,owned,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,no claim
378210,26-39,female,majority,0-9y,none,poverty,0.4548222032963962,leased,before 2015,0.0,0.0,32765,9000.0,sedan,0,0,0,claim
772502,16-25,male,majority,0-9y,none,poverty,0.2716129810741211,leased,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,claim
994772,40-64,male,majority,20-29y,high school,middle class,0.5723973007903935,owned,before 2015,1.0,1.0,10238,10000.0,sedan,3,0,1,no claim
881849,40-64,male,majority,20-29y,high school,middle class,0.4584332708673702,owned,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,2,no claim
39296,26-39,female,majority,0-9y,high school,middle class,0.4611083027459475,owned,after 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,no claim
22154,26-39,male,majority,0-9y,high school,middle class,0.5250327586154788,owned,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,claim
603433,40-64,male,majority,10-19y,none,upper class,0.5835233024083778,owned,before 2015,0.0,1.0,32765,11000.0,sedan,0,1,0,claim
882026,40-64,female,majority,20-29y,high school,working class,0.3236713091433241,leased,before 2015,0.0,1.0,10238,14000.0,sedan,2,1,1,no claim
238126,40-64,male,majority,0-9y,university,upper class,0.502503312527169,owned,after 2015,0.0,1.0,32765,7000.0,sedan,0,0,0,no claim
167407,40-64,female,majority,20-29y,high school,middle class,0.5250327586154788,owned,before 2015,1.0,1.0,10238,9000.0,sedan,2,1,1,no claim
110747,40-64,female,majority,10-19y,university,upper class,0.5366328650238356,owned,before 2015,1.0,0.0,10238,9000.0,sedan,0,0,3,no claim
894434,40-64,female,majority,20-29y,university,upper class,0.5250327586154788,owned,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,2,no claim
402988,26-39,female,majority,10-19y,university,upper class,0.7417184644820252,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
428757,40-64,female,majority,20-29y,high school,working class,0.4102782601859696,owned,before 2015,0.0,1.0,10238,12000.0,sports car,0,0,2,no claim
65338,65+,male,majority,30y+,high school,upper class,0.6129604938167941,owned,after 2015,0.0,1.0,10238,16000.0,sedan,3,0,1,no claim
322984,65+,female,majority,0-9y,university,upper class,0.6785547828102435,owned,after 2015,0.0,1.0,32765,13000.0,sedan,0,0,0,no claim
124236,26-39,female,majority,10-19y,high school,working class,0.5140972426455589,owned,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,no claim
245004,40-64,male,majority,10-19y,university,upper class,0.7351283436011039,owned,before 2015,0.0,1.0,10238,11000.0,sedan,3,1,0,no claim
942949,65+,male,majority,10-19y,university,upper class,0.4678288191596727,owned,before 2015,0.0,1.0,32765,8000.0,sedan,4,1,0,no claim
877595,16-25,male,majority,0-9y,university,middle class,0.7184794895957197,owned,before 2015,0.0,1.0,32765,15000.0,sedan,0,0,0,claim
623455,16-25,female,majority,0-9y,university,working class,0.5467329780323261,owned,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,claim
138425,65+,male,majority,0-9y,university,middle class,0.4910372690145043,owned,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,claim
176180,65+,female,majority,20-29y,university,upper class,0.7533420090230535,owned,before 2015,1.0,1.0,92101,12000.0,sedan,1,0,0,no claim
125702,40-64,male,majority,20-29y,university,upper class,0.5119806243563929,leased,after 2015,1.0,1.0,32765,9000.0,sedan,7,3,0,no claim
911755,40-64,female,majority,20-29y,university,middle class,0.4471842921249161,owned,before 2015,0.0,0.0,10238,16000.0,sedan,1,1,2,claim
297583,65+,male,majority,20-29y,university,upper class,0.764296108156162,owned,before 2015,0.0,1.0,10238,14000.0,sedan,3,0,3,no claim
351854,26-39,male,majority,10-19y,high school,upper class,0.5492042682629945,owned,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,3,no claim
908318,26-39,male,majority,10-19y,high school,poverty,0.4397172411112439,leased,before 2015,1.0,0.0,10238,11000.0,sedan,1,0,1,claim
350712,65+,female,majority,20-29y,university,upper class,0.5250327586154788,owned,before 2015,1.0,1.0,32765,12000.0,sedan,8,0,0,no claim
801470,40-64,female,majority,10-19y,none,middle class,0.5162483226846594,owned,before 2015,1.0,0.0,10238,15000.0,sedan,0,1,1,claim
843505,26-39,female,majority,10-19y,none,working class,0.2730802145626825,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,3,no claim
74575,26-39,male,majority,10-19y,none,working class,0.2095867357182056,leased,after 2015,1.0,0.0,10238,16000.0,sedan,1,0,0,no claim
670220,16-25,female,majority,0-9y,university,upper class,0.6140833644712265,owned,before 2015,0.0,1.0,10238,11000.0,sports car,0,0,0,no claim
441379,40-64,male,minority,20-29y,university,upper class,0.4281630460871221,owned,after 2015,1.0,1.0,10238,12000.0,sedan,3,0,4,no claim
551000,40-64,male,majority,20-29y,university,upper class,0.6249151692479712,owned,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,1,no claim
741897,16-25,male,majority,0-9y,university,working class,0.3235317279702856,owned,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,claim
483174,26-39,male,majority,0-9y,university,upper class,0.4801721956073917,owned,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,claim
131420,26-39,male,majority,0-9y,high school,upper class,0.5628882788617214,owned,before 2015,0.0,1.0,32765,8000.0,sedan,0,0,0,claim
271098,16-25,female,majority,0-9y,high school,poverty,0.3592160443049964,leased,before 2015,1.0,1.0,32765,6000.0,sedan,0,0,0,no claim
511051,26-39,male,majority,10-19y,none,working class,0.5543453228047174,owned,before 2015,0.0,0.0,32765,11000.0,sedan,1,2,2,no claim
217086,26-39,female,majority,10-19y,high school,upper class,0.5835763192486061,owned,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,no claim
280474,65+,male,majority,30y+,high school,upper class,0.5167975603816402,owned,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,3,no claim
985811,65+,male,majority,30y+,university,upper class,0.6012662894827044,owned,before 2015,1.0,1.0,10238,10000.0,sedan,12,1,1,no claim
85826,16-25,male,majority,0-9y,high school,poverty,0.3846421210625193,leased,before 2015,1.0,1.0,32765,7000.0,sedan,0,0,0,claim
733410,16-25,female,majority,0-9y,none,poverty,0.3989693971730201,leased,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,claim
701507,65+,female,majority,0-9y,university,upper class,0.6595566695934808,owned,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,no claim
760210,26-39,male,majority,0-9y,university,upper class,0.5264201359447848,owned,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,no claim
420204,40-64,male,majority,20-29y,university,upper class,0.7459522237963077,owned,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,3,no claim
856867,40-64,female,majority,0-9y,university,middle class,0.5593426171631724,leased,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,no claim
942441,26-39,female,minority,10-19y,high school,working class,0.5250327586154788,leased,after 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,no claim
899785,40-64,male,majority,20-29y,high school,middle class,0.4837317247696164,owned,after 2015,1.0,1.0,10238,8000.0,sedan,1,0,6,no claim
303538,26-39,female,majority,10-19y,high school,working class,0.5250327586154788,owned,before 2015,0.0,1.0,10238,13000.0,sedan,0,1,2,no claim
981019,26-39,female,majority,10-19y,high school,middle class,0.4592168939388092,owned,before 2015,0.0,1.0,32765,12000.0,sedan,1,1,1,no claim
3396,40-64,female,minority,20-29y,none,working class,0.4001777578861137,owned,after 2015,0.0,1.0,21217,11000.0,sedan,1,0,1,claim
442295,16-25,female,majority,0-9y,university,poverty,0.4290269042286189,leased,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,claim
860165,26-39,male,majority,10-19y,none,middle class,0.5899730349102439,leased,before 2015,0.0,1.0,10238,9000.0,sedan,1,0,0,claim
3643,16-25,male,majority,0-9y,high school,poverty,0.3277602763703803,leased,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,claim
732109,26-39,male,majority,10-19y,none,poverty,0.3713486447309336,leased,before 2015,0.0,1.0,10238,13000.0,sedan,2,0,0,claim
99083,16-25,male,minority,0-9y,none,poverty,0.4248113800749469,leased,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,claim
906608,65+,female,majority,0-9y,university,upper class,0.5474920377636142,owned,after 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,no claim
393826,40-64,male,minority,20-29y,university,middle class,0.4411942138622648,owned,after 2015,1.0,1.0,10238,12000.0,sedan,2,0,1,no claim
189740,26-39,female,majority,10-19y,high school,middle class,0.5817211016124444,leased,before 2015,1.0,0.0,32765,13000.0,sedan,2,0,0,no claim
532841,26-39,male,majority,10-19y,university,middle class,0.5338073973882299,owned,before 2015,0.0,0.0,32765,14000.0,sedan,1,0,2,claim
853929,65+,male,majority,0-9y,high school,upper class,0.5514128274320477,owned,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,no claim
43773,65+,male,minority,30y+,university,upper class,0.352051802438166,owned,after 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,no claim
908373,26-39,female,majority,10-19y,university,middle class,0.5250327586154788,leased,after 2015,0.0,1.0,32765,13000.0,sedan,1,1,0,no claim
748793,40-64,male,majority,0-9y,university,upper class,0.5185680321634177,leased,after 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,claim
664908,65+,male,majority,20-29y,high school,upper class,0.7787343270386715,owned,before 2015,1.0,1.0,10238,9000.0,sedan,4,0,4,no claim
119593,16-25,female,minority,0-9y,none,poverty,0.3847612768204737,leased,before 2015,0.0,0.0,10238,16000.0,sports car,0,0,0,no claim
966113,16-25,female,majority,0-9y,none,poverty,0.5131630001638587,leased,before 2015,1.0,0.0,10238,13000.0,sedan,0,0,0,claim
89090,26-39,male,majority,10-19y,high school,upper class,0.6826905787793902,leased,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,2,no claim
931351,65+,female,majority,30y+,university,upper class,0.6952954138630036,leased,after 2015,1.0,1.0,92101,11000.0,sedan,1,0,1,no claim
538716,26-39,male,majority,10-19y,high school,working class,0.337636945769008,owned,before 2015,0.0,0.0,10238,15000.0,sedan,1,1,1,no claim
812013,16-25,female,majority,0-9y,university,middle class,0.5543324832516767,owned,after 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,claim
901354,40-64,male,majority,20-29y,university,upper class,0.7143433490721784,owned,after 2015,0.0,1.0,10238,12000.0,sedan,2,0,3,no claim
736366,65+,female,majority,30y+,university,upper class,0.5666769166615836,owned,before 2015,1.0,1.0,10238,9000.0,sedan,5,1,1,no claim
915178,40-64,male,majority,20-29y,high school,upper class,0.5250327586154788,owned,before 2015,1.0,1.0,10238,12000.0,sedan,3,1,5,no claim
496206,40-64,male,majority,20-29y,university,upper class,0.6792241704003094,owned,after 2015,0.0,1.0,10238,11000.0,sedan,2,1,6,no claim
263890,40-64,female,majority,20-29y,high school,upper class,0.6735746205526248,owned,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,2,no claim
373953,65+,male,majority,0-9y,university,upper class,0.4857196085460185,owned,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
412526,26-39,male,majority,0-9y,university,upper class,0.6182853533570225,owned,after 2015,1.0,0.0,92101,14000.0,sedan,0,0,0,claim
868060,65+,female,majority,30y+,high school,middle class,0.6272582619884957,leased,before 2015,0.0,0.0,10238,14000.0,sedan,2,0,3,no claim
748392,40-64,female,majority,20-29y,high school,upper class,0.5250327586154788,owned,before 2015,1.0,1.0,10238,13000.0,sedan,0,1,1,no claim
629030,26-39,female,majority,0-9y,university,middle class,0.4851476729277822,owned,before 2015,0.0,1.0,10238,12000.0,sports car,0,0,0,claim
902206,40-64,male,majority,20-29y,university,middle class,0.3439533598074643,leased,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,6,no claim
586895,65+,male,majority,20-29y,high school,middle class,0.4213456534000116,leased,after 2015,0.0,1.0,10238,11000.0,sedan,2,0,2,no claim
611126,16-25,male,majority,0-9y,high school,poverty,0.4298725443095585,owned,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,claim
432813,16-25,female,majority,0-9y,high school,working class,0.4625574363413208,owned,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,no claim
412666,65+,female,majority,20-29y,high school,upper class,0.5986464420361814,owned,after 2015,1.0,1.0,10238,9000.0,sedan,6,0,6,no claim
41838,26-39,male,majority,0-9y,high school,upper class,0.5250327586154788,owned,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,claim
158333,65+,female,majority,30y+,high school,upper class,0.5817975203419883,owned,after 2015,1.0,1.0,10238,12000.0,sedan,2,0,5,no claim
857882,65+,female,majority,30y+,university,upper class,0.5054256303588411,owned,before 2015,1.0,1.0,10238,9000.0,sedan,4,1,0,no claim
169712,40-64,female,majority,0-9y,high school,upper class,0.5723946620910344,owned,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,no claim
805808,26-39,female,majority,10-19y,university,middle class,0.4153851993182952,owned,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,1,no claim
870736,40-64,male,majority,10-19y,university,upper class,0.5250327586154788,owned,before 2015,1.0,1.0,10238,13000.0,sedan,2,0,0,no claim
382504,65+,female,majority,10-19y,high school,upper class,0.5277511095120083,owned,after 2015,1.0,1.0,32765,13000.0,sedan,0,0,0,no claim
800261,26-39,female,majority,10-19y,high school,working class,0.3243949378636534,owned,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,no claim
457638,40-64,female,majority,0-9y,high school,upper class,0.6628379984244296,owned,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,claim
463739,26-39,male,majority,10-19y,university,middle class,0.5913065168138344,owned,before 2015,1.0,0.0,10238,12000.0,sedan,1,0,1,no claim
854896,40-64,male,majority,20-29y,high school,upper class,0.5663523680912346,owned,after 2015,1.0,1.0,10238,12000.0,sedan,2,1,1,no claim
594430,40-64,female,majority,10-19y,university,upper class,0.7697278517391074,owned,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,0,no claim
793952,26-39,female,majority,10-19y,university,middle class,0.6464070899737208,owned,before 2015,0.0,1.0,32765,9000.0,sedan,4,0,1,claim
20645,40-64,female,majority,20-29y,university,upper class,0.6553512480035613,owned,after 2015,1.0,1.0,92101,10000.0,sedan,1,0,0,no claim
934316,26-39,male,majority,10-19y,high school,working class,0.5250327586154788,owned,before 2015,1.0,1.0,32765,12000.0,sedan,1,0,1,no claim
708649,26-39,female,majority,10-19y,none,working class,0.4692142872658621,owned,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,1,no claim
830889,26-39,female,majority,10-19y,high school,upper class,0.6947694134154674,owned,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,0,no claim
724739,40-64,male,majority,0-9y,university,upper class,0.6775390802967439,owned,after 2015,1.0,1.0,32765,11000.0,sports car,0,0,0,no claim
33697,26-39,male,majority,10-19y,none,poverty,0.4530972145117041,leased,before 2015,0.0,0.0,92101,18000.0,sedan,3,0,1,claim
846107,65+,male,majority,30y+,university,upper class,0.4657300499016511,owned,before 2015,1.0,0.0,10238,12000.0,sedan,1,0,2,no claim
285038,26-39,female,majority,0-9y,university,middle class,0.4703683576848383,owned,after 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,no claim
435205,65+,female,majority,30y+,university,upper class,0.7221818449302557,owned,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,no claim
548242,16-25,male,majority,0-9y,high school,working class,0.5250327586154788,owned,before 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,claim
496098,65+,female,majority,0-9y,high school,upper class,0.6544694768557214,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
20669,16-25,female,majority,0-9y,high school,poverty,0.3950115862707416,leased,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,claim
527774,16-25,female,majority,0-9y,high school,working class,0.5183938639703694,owned,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,no claim
404128,65+,male,majority,30y+,university,upper class,0.6609260399515023,owned,before 2015,1.0,1.0,32765,10000.0,sedan,15,1,4,no claim
439480,40-64,male,majority,20-29y,high school,middle class,0.5532710588297743,owned,before 2015,0.0,0.0,10238,12000.0,sedan,1,3,1,no claim
694711,26-39,male,majority,10-19y,university,upper class,0.4366893788831464,leased,before 2015,0.0,0.0,32765,12000.0,sedan,3,0,3,claim
621010,16-25,male,majority,0-9y,high school,poverty,0.3627913211631439,leased,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,claim
225261,26-39,female,majority,10-19y,university,upper class,0.5250327586154788,owned,after 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,no claim
353690,65+,female,majority,30y+,high school,upper class,0.7849182244108481,leased,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,2,no claim
112838,16-25,male,majority,0-9y,none,poverty,0.4011660534038928,owned,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,no claim
190804,26-39,female,majority,0-9y,high school,working class,0.3339028271934227,leased,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,claim
663470,26-39,female,majority,10-19y,none,poverty,0.2578544935681773,leased,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,claim
629803,16-25,female,majority,0-9y,high school,poverty,0.2971256597689672,leased,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,claim
84243,26-39,male,majority,0-9y,high school,middle class,0.4402008550887251,leased,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,claim
899894,26-39,male,majority,10-19y,high school,poverty,0.2453077144694729,leased,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,claim
904040,65+,female,majority,30y+,university,upper class,0.5250327586154788,owned,after 2015,1.0,1.0,10238,10000.0,sedan,4,0,11,no claim
758470,40-64,male,majority,20-29y,university,upper class,0.7106302968316526,owned,after 2015,1.0,1.0,10238,11000.0,sedan,5,1,3,no claim
85051,65+,male,majority,30y+,university,upper class,0.5568429555475324,owned,before 2015,1.0,1.0,32765,12000.0,sedan,5,1,0,no claim
517351,40-64,female,majority,0-9y,none,middle class,0.5321389282217026,leased,before 2015,0.0,1.0,10238,10000.0,sedan,0,0,0,no claim
836974,40-64,female,majority,10-19y,high school,upper class,0.5250327586154788,owned,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,1,no claim
812159,65+,male,majority,30y+,high school,upper class,0.5523028069815071,leased,after 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,no claim
313107,40-64,female,majority,0-9y,high school,middle class,0.6230862254029852,owned,after 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,no claim
919113,40-64,female,majority,10-19y,none,middle class,0.5250327586154788,owned,before 2015,1.0,0.0,10238,14000.0,sedan,1,0,0,no claim
981198,65+,female,majority,10-19y,university,upper class,0.6815230265186409,owned,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,no claim
144973,65+,female,majority,0-9y,high school,upper class,0.4929263167585091,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
394591,40-64,male,majority,0-9y,high school,middle class,0.5250327586154788,owned,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,claim
674108,40-64,male,majority,20-29y,university,upper class,0.7588589638778033,owned,before 2015,1.0,1.0,10238,11000.0,sedan,4,0,3,no claim
198963,26-39,male,majority,0-9y,none,poverty,0.5250327586154788,leased,before 2015,0.0,0.0,32765,10000.0,sedan,0,0,0,claim
107843,26-39,female,majority,0-9y,high school,middle class,0.4594935675669665,owned,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
118824,26-39,male,majority,0-9y,high school,poverty,0.3274758663014018,leased,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,claim
309430,40-64,male,majority,20-29y,university,upper class,0.4730207468491802,owned,after 2015,0.0,1.0,10238,13000.0,sedan,3,0,3,no claim
211543,16-25,male,majority,0-9y,high school,poverty,0.4068950907620184,leased,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,claim
994291,40-64,male,minority,0-9y,university,upper class,0.5340553977378382,owned,before 2015,0.0,1.0,10238,10000.0,sports car,0,0,0,claim
997014,16-25,male,majority,0-9y,high school,working class,0.4723554796185506,leased,after 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,claim
517032,26-39,male,majority,10-19y,high school,poverty,0.4757700837178347,leased,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,no claim
597978,26-39,male,majority,10-19y,university,upper class,0.4649754786745904,owned,after 2015,0.0,1.0,10238,15000.0,sedan,1,1,2,no claim
611928,26-39,female,majority,10-19y,high school,middle class,0.5250327586154788,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,no claim
65962,26-39,male,majority,0-9y,high school,working class,0.5250327586154788,owned,before 2015,0.0,1.0,32765,14000.0,sedan,0,0,0,claim
45019,26-39,female,majority,0-9y,university,middle class,0.6714519317340388,leased,before 2015,0.0,1.0,92101,14000.0,sedan,0,0,0,no claim
60363,40-64,female,majority,10-19y,none,upper class,0.5241906172371661,owned,before 2015,0.0,1.0,32765,12000.0,sedan,0,0,0,no claim
462574,16-25,male,majority,0-9y,none,poverty,0.3171971946467171,leased,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,claim
962015,26-39,female,majority,0-9y,high school,working class,0.5431550853251759,leased,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,claim
253678,26-39,female,minority,10-19y,university,working class,0.2860896047851427,leased,before 2015,1.0,1.0,10238,7000.0,sedan,1,0,1,no claim
692697,26-39,female,majority,10-19y,high school,poverty,0.4255236483019129,owned,before 2015,1.0,1.0,10238,9000.0,sedan,1,0,0,no claim
929521,40-64,male,majority,10-19y,none,middle class,0.5865612240958681,owned,before 2015,0.0,0.0,10238,14000.0,sedan,2,0,3,no claim
964716,26-39,female,minority,0-9y,none,poverty,0.4451711249556711,leased,before 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,claim
563264,16-25,male,majority,0-9y,none,poverty,0.3008642444475923,owned,before 2015,0.0,0.0,32765,17000.0,sedan,0,0,0,claim
129280,65+,female,majority,30y+,university,upper class,0.6722393801946255,owned,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,1,no claim
